Age	3	10	25	50	75	90	97
143	23.8	27.3	31.6	36.9	43.5	51.8	62.5
144	24.9	28.7	33.3	39.0	46.0	54.8	66.1
145	24.9	28.7	33.3	39.0	46.0	54.8	66.1
146	24.9	28.7	33.3	39.0	46.0	54.8	66.1
147	24.9	28.7	33.3	39.0	46.0	54.8	66.1
148	24.9	28.7	33.3	39.0	46.0	54.8	66.1
149	24.9	28.7	33.3	39.0	46.0	54.8	66.1
150	26.1	30.2	35.1	41.2	48.6	57.8	69.5
151	26.1	30.2	35.1	41.2	48.6	57.8	69.5
152	26.1	30.2	35.1	41.2	48.6	57.8	69.5
153	26.1	30.2	35.1	41.2	48.6	57.8	69.5
154	26.1	30.2	35.1	41.2	48.6	57.8	69.5
155	26.1	30.2	35.1	41.2	48.6	57.8	69.5
156	27.5	31.8	37.0	43.3	51.1	60.7	72.6
157	27.5	31.8	37.0	43.3	51.1	60.7	72.6
158	27.5	31.8	37.0	43.3	51.1	60.7	72.6
159	27.5	31.8	37.0	43.3	51.1	60.7	72.6
160	27.5	31.8	37.0	43.3	51.1	60.7	72.6
161	27.5	31.8	37.0	43.3	51.1	60.7	72.6
162	29.0	33.6	39.1	45.7	53.8	63.6	75.6
163	29.0	33.6	39.1	45.7	53.8	63.6	75.6
164	29.0	33.6	39.1	45.7	53.8	63.6	75.6
165	29.0	33.6	39.1	45.7	53.8	63.6	75.6
166	29.0	33.6	39.1	45.7	53.8	63.6	75.6
167	29.0	33.6	39.1	45.7	53.8	63.6	75.6
168	30.7	35.5	41.3	48.2	56.4	66.3	78.3
169	30.7	35.5	41.3	48.2	56.4	66.3	78.3
170	30.7	35.5	41.3	48.2	56.4	66.3	78.3
171	30.7	35.5	41.3	48.2	56.4	66.3	78.3
172	30.7	35.5	41.3	48.2	56.4	66.3	78.3
173	30.7	35.5	41.3	48.2	56.4	66.3	78.3
174	32.6	37.7	43.7	50.8	59.1	69.1	80.9
175	32.6	37.7	43.7	50.8	59.1	69.1	80.9
176	32.6	37.7	43.7	50.8	59.1	69.1	80.9
177	32.6	37.7	43.7	50.8	59.1	69.1	80.9
178	32.6	37.7	43.7	50.8	59.1	69.1	80.9
179	32.6	37.7	43.7	50.8	59.1	69.1	80.9
180	34.5	39.8	45.9	53.1	61.6	71.5	83.1
181	34.5	39.8	45.9	53.1	61.6	71.5	83.1
182	34.5	39.8	45.9	53.1	61.6	71.5	83.1
183	34.5	39.8	45.9	53.1	61.6	71.5	83.1
184	34.5	39.8	45.9	53.1	61.6	71.5	83.1
185	34.5	39.8	45.9	53.1	61.6	71.5	83.1
186	36.1	41.6	47.9	55.2	63.6	73.4	84.7
187	36.1	41.6	47.9	55.2	63.6	73.4	84.7
